ㄲㅡㄹㅡㄷㅏ	k ɯ ɾ ɯ d a
ㅈㅣㅇㅝㄴㅎㅏㄷㅏ	t͡ɕ i w ʌ n ɦ a d a
ㅇㅗㅂㅡㄹㄹㅏㅅㅡㅌㅣ	o b ɯ ɭ ɭ a sʰ ɯ tʰ i
ㅇㅑㅅㅣㅁ	j a ɕʰ i m
ㅇㅝㄴㅁㅜㄴ	w ʌ n m u n
ㅇㅐ	ɛ
ㄱㅡㅁㅅㅔ	k ɯ m sʰ e
ㄴㅗㄹㅕㅂㅗㄷㅏ	n o ɾ j ʌ b o d a
ㅎㅚㄹㅕㅇ	ɸ w e ɾ j ʌ ŋ
ㅂㅜㄹㅜㅌㅜㅇㅇㅣ	p u ɾ u tʰ u ŋ i
ㄷㅗㄹㄱㅗㄱㅣ	t o ɭ ɡ o ɡ i
ㅂㅗㅇㄱㅣ	p o ŋ ɡ i
ㅆㅏㅇㄷㅣㄱㅡㄷ	s a ŋ d i ɡ ɯ t̚
ㅅㅡㄹㄹㅗㅂㅔㄴㅣㅇㅏ	sʰ ɯ ɭ ɭ o b e n i a
ㅌㅗㄹㅠㅁ	tʰ o ɾ j u m
ㅇㅑㅇㅇㅜ	j a ŋ u
ㄷㅐㅇㅡㅇㅎㅏㄷㅏ	t ɛ ɯ ŋ ɦ a d a
ㅅㅏㄺ	sʰ a k̚
ㅋㅏㄴㄷㅔㄹㄹㅏ	kʰ a n d e ɭ ɭ a
ㄱㅖㅅㅏㄴ	k j e sʰ a n
ㅂㅗㅅㅡㄴㅣㅇㅏ	p o sʰ ɯ n i a
ㄷㅡㄹㅓㄴㅏㄷㅏ	t ɯ ɾ ʌ n a d a
ㅅㅗㅇㅟ	sʰ o ɥ i
ㅅㅗㅂㅣㅈㅏ	sʰ o b i d͡ʑ a
ㅂㅕㅇㄱㅣㄱㅗ	p j ʌ ŋ ɡ i ɡ o
ㄴㅏㅇㅂㅣ	n a ŋ b i
ㅍㅕㄹ	pʰ j ʌ ɭ
ㅈㅜㅇㄹㅣㅂ	t͡ɕ u ŋ n i p̚
ㅌㅜㅍㅛ	tʰ u pʰ j o
ㅎㅗㄹㅣ	ɸʷ o ɾ i
ㅅㅣㄹㅅㅣㄷㅚㄷㅏ	ɕʰ i ɭ ɕʰ i d w e d a
ㄱㅛㅎㅚ	k j o β w e
ㅈㅏㄹㅁㅗㅅㅎㅏㄷㅏ	t͡ɕ a ɭ m o tʰ a d a
ㅎㅏㄴㄱㅡㄹㄴㅏㄹ	h a n ɡ ɯ ɭ ɭ a ɭ
ㅉㅏㅂㅉㅏㄹㅎㅏㄷㅏ	t͡ɕ a p̚ t͡ɕ a ɾ ɦ a d a
ㅁㅗㄱㅅㅓㅇ	m o k s ʌ ŋ
ㅅㅗㄴㅕㄴㄱㅜㅇㅈㅓㄴ	sʰ o ɲ j ʌ n ɡ u ŋ d͡ʑ ʌ n
ㄱㅏㅁㄱㅏㄱ	k a m ɡ a k̚
ㄱㅏㄲㅏㅂㄷㅏ	k a k a p̚ t a
ㅅㅣㄹㅁㅏㅇ	ɕʰ i ɭ m a ŋ
ㅎㅏㄹㅏㄹㅔ	h a ɾ a ɾ e
ㅅㅣㅁㄱㅏㄱㅎㅏㄷㅏ	ɕʰ i m ɡ a kʰ a d a
ㅅㅗㄲㅜㅂㄷㅗㅇㅁㅜ	sʰ o k u p̚ t o ŋ m u
ㄴㅗㄱㅊㅏ	n o k̚ t͡ɕʰ a
ㅇㅓㅁㅊㅣㄴㅇㅏ	ʌ m t͡ɕʰ i n a
ㅂㅏㄹㅏㄷㅏ	p a ɾ a d a
ㅅㅗㄴㄱㅏㅂㅏㅇ	sʰ o n ɡ a b a ŋ
ㅇㅑㅁㅏㄴㅇㅣㄴ	j a m a n i n
ㅈㅜㅅㅣㄱ	t͡ɕ u ɕʰ i k̚
ㅊㅣㅁㅅㅜㄹ	t͡ɕʰ i m sʰ u ɭ
ㅅㅑㅉㅡ	ɕʰ a t͡ɕ ɯ
ㄱㅣㅈㅓㄱㅟ	k i d͡ʑ ʌ ɡ ɥ i
ㄷㅗㄹㄹㅕㅈㅜㄷㅏ	t o ʎ ʎ j ʌ d͡ʑ u d a
ㄴㅡㄺㄷㅏㄹㅣ	n ɯ k̚ t a ɾ i
ㅎㅘㄴㅈㅏ	ɸ w a ɲ d͡ʑ a
ㅁㅓㄹㅉㅣㄱㅏㅁㅊㅣ	m ʌ ʎ t͡ɕ i ɡ a m t͡ɕʰ i
ㄱㅗㅊㅜ	k o t͡ɕʰ u
ㅁㅏㅇㅅㅣㅁㅣㄴ	m a ŋ ɕʰ i m i n
ㅋㅜ	kʰ u
ㅈㅏㅇㅠㅇㅢㅈㅣㅈㅜㅇㅢ	t͡ɕ a j u ɰ i d͡ʑ i d͡ʑ u ɰ i
ㅅㅏㅁㅊㅗ	sʰ a m t͡ɕʰ o
ㅁㅣㄹㅌㅗㅇ	m i ɭ tʰ o ŋ
ㅋㅏㄹㅔㄴㄷㅓ	kʰ a ɾ e n d ʌ
ㅅㅗㄷㅡㄱ	sʰ o d ɯ k̚
ㅋㅏㄹㅅㅏㅇㅇㅓ	kʰ a ɭ sʰ a ŋ ʌ
ㅈㅣㅅㅣ	t͡ɕ i ɕʰ i
ㄱㅏㅁㅏ	k a m a
ㅁㅗㄱㅛ	m o ɡ j o
ㅈㅏㅇㅁㅏ	t͡ɕ a ŋ m a
ㅎㅡㅇ	x ɯ ŋ
ㅊㅗㄱㅗㅅㅗㄱ	t͡ɕʰ o ɡ o sʰ o k̚
ㅎㅘㅇㄹㅗ	ɸ w a ŋ n o
ㅈㅏㅍㅏㄴ	t͡ɕ a pʰ a n
ㄱㅜㄱㅁㅕㄴ	k u ŋ m j ʌ n
ㅌㅏㅁ	tʰ a m
ㅅㅡㅂㄱㅣ	sʰ ɯ p̚ k i
ㅎㅏㅂㅊㅣㄷㅏ	h a p̚ t͡ɕʰ i d a
ㄱㅣㅌㅏ	k i tʰ a
ㅂㅣㅅㅡㅁㅜㅌㅡ	p i sʰ ɯ m u tʰ ɯ
ㅂㅏㄴㅂㅏㄹ	p a n b a ɭ
ㅇㅛㅇㅈㅣ	j o ŋ d͡ʑ i
ㅅㅏㄱㅕㄱ	sʰ a ɡ j ʌ k̚
ㅈㅜㅅㅡ	t͡ɕ u sʰ ɯ
ㅁㅣㅎㅗㄴㅁㅗ	m i β o n m o
ㅁㅗㅇㅣㅁ	m o i m
ㅍㅏㅌ	pʰ a t̚
ㅇㅛㄱㅅㅣㄹ	j o k ɕ i ɭ
ㄱㅏㄴㅅㅏㅎㅏㄷㅏ	k a n sʰ a ɦ a d a
ㅁㅗㄱㅊㅓㅇㄲㅓㅅ	m o k̚ t͡ɕʰ ʌ ŋ k ʌ t̚
ㅍㅔㄴ	pʰ e n
ㅇㅞㅇㅣㅌㅓ	w e i tʰ ʌ
ㅇㅗㄹㅇㅕㄹㅡㅁ	o ʎ ʎ j ʌ ɾ ɯ m
ㅅㅏㅅㅣㄹㅅㅏㅇ	sʰ a ɕʰ i ɭ s a ŋ
ㅍㅕㄹㅊㅣㄷㅏ	pʰ j ʌ ʎ t͡ɕʰ i d a
ㅂㅗㄱㅅㅜㅇㅇㅏ	p o k s u ŋ a
ㄱㅘㅇㅇㅓㅂ	k w a ŋ ʌ p̚
ㅇㅏㅂㄸㅗㅂㅜㅅㅡ	a p̚ t o b u sʰ ɯ
ㅈㅣㅎㅏㅊㅓㄹ	t͡ɕ i ɦ a t͡ɕʰ ʌ ɭ
ㄲㅗㅁㅏㅊㅓㅇㅎㅘㅇ	k o m a t͡ɕʰ ʌ ŋ β w a ŋ
ㅎㅐㅇㅚ	h ɛ w e
ㅁㅏㅎㅡㄴ	m a ɣ ɯ n
ㅁㅏㄴㅎㅘㄱㅏ	m a n β w a ɡ a
ㅈㅗㅈㅏㄱ	t͡ɕ o d͡ʑ a k̚
ㅅㅣㄱㅏㄱ	ɕʰ i ɡ a k̚
ㄱㅘㄱㅓ	k w a ɡ ʌ
ㄲㅗㅊㅁㅣㄴㅏㅁ	k o n m i n a m
ㄱㅗㄹ	k o ɭ
ㅎㅘㅇㅣㅌㅣㅇ	ɸ w a i tʰ i ŋ
ㄱㅘㄴㅂㅗㄱ	k w a n b o k̚
ㄱㅜㅂㅕㄹ	k u b j ʌ ɭ
ㄱㅘㄷㅜ	k w a d u
ㅂㅏㄴㅈㅣㄹㅡㅁ	p a ɲ d͡ʑ i ɾ ɯ m
ㄷㅡㄹㅓㅁ	t ɯ ɾ ʌ m
ㅂㅜㅅㅓㅈㅣㄷㅏ	p u sʰ ʌ d͡ʑ i d a
ㄱㅏㅌㅈㅏㄶㄷㅏ	k a t̚ t͡ɕ a n tʰ a
ㅊㅗㅂㅗㅈㅏ	t͡ɕʰ o b o d͡ʑ a
ㅁㅜㄴㄱㅘ	m u n ɡ w a
ㄱㅏㅁㅏㅅㅗㅌ	k a m a sʰ o t̚
ㅂㅓㅂㅇㅏㄴ	p ʌ b a n
ㅈㅓㅇㅈㅗ	t͡ɕ ʌ ŋ d͡ʑ o
ㅎㅡㅈㅣㅂㅜㅈㅣ	x ɯ d͡ʑ i b u d͡ʑ i
ㅂㅏㅂㅅㅗㅌ	p a p s o t̚
ㅈㅓㄱㅇㅓㄷㅗ	t͡ɕ ɘ ɡ ʌ d o
ㅈㅚㄷㅏ	t͡ɕ w e d a
ㅇㅡㅇㄷㅏㅂ	ɯ ŋ d a p̚
ㅈㅏㄷㅗㅇㅊㅏ	t͡ɕ a d o ŋ t͡ɕʰ a
ㅎㅓㅍㅏ	h ʌ pʰ a
ㄲㅣㄱㅂㅏㄴㅎㅏㄷㅏ	k i k̚ p a n ɦ a d a
ㅊㅗㅈㅣ	t͡ɕʰ o d͡ʑ i
ㅈㅣㄷㅗ	t͡ɕ i d o
ㅁㅣㄹㅡㄱㅂㅗㅅㅏㄹ	m i ɾ ɯ k̚ p o sʰ a ɭ
ㅍㅔㄹㅁㅔㄴㅣ	pʰ e ɭ m e n i
ㅎㅏㄴㄷㅔ	h a n d e
ㅇㅏㅇㅅㅏㅇㅂㅡㄹ	a ŋ sʰ a ŋ b ɯ ɭ
ㅈㅓㄴㄹㅕㄱ	t͡ɕ ɘ ʎ ʎ j ʌ k̚
ㅊㅓㅇㄱㅜㄱㅈㅏㅇ	t͡ɕʰ ʌ ŋ ɡ u k̚ t͡ɕ a ŋ
ㅅㅗㅈㅜㅇㅎㅏㄷㅏ	sʰ o d͡ʑ u ŋ ɦ a d a
ㅂㅏㅇㅅㅜ	p a ŋ sʰ u
ㅅㅡㅌㅔㅍㅏㄴㅗ	sʰ ɯ tʰ e pʰ a n o
ㄱㅓㄹㅇㅓ	k ʌ ɾ ʌ
ㅈㅜㅇㄷㅗㅇ	t͡ɕ u ŋ d o ŋ
ㄷㅏㅇㄴㅛㅂㅕㅇ	t a ŋ ɲ j o p j ʌ ŋ
ㅋㅡㄴㄱㅣㄹㅓㄱㅣ	k x ɯ n ɡ i ɾ ʌ ɡ i
ㅅㅓㄹㅍㅗㄴ	sʰ ʌ ɭ pʰ o n
ㅅㅗㅅㅜㅁㅣㄴㅈㅗㄱ	sʰ o sʰ u m i ɲ d͡ʑ o k̚
ㅇㅓㅂㅠㅁ	ʌ b j u m
ㅇㅡㅁㅎㅜㄴ	ɯ m β u n
ㅅㅜㅅㅗㅇ	sʰ u sʰ o ŋ
ㅇㅕㅂㄹㅗㄱㅅㅗ	j ʌ m n o k s o
ㅅㅔㅇㅣㅂㅈㅏ	sʰ e i p̚ t͡ɕ a
ㅎㅏㅈㅡ	h a d͡ʑ ɯ
ㄴㅕㅅㅓㅇㄱㅗㅇㅡㅁ	ɲ j ʌ sʰ ʌ ŋ ɡ o ɯ m
ㅅㅣㄹㅊㅓㄴ	ɕʰ i ʎ t͡ɕʰ ʌ n
ㅅㅣㄱㄱㅣㅅㅔㅊㅓㄱㄱㅣ	ɕʰ i k̚ k i sʰ e t͡ɕʰ ʌ k̚ k i
ㅆㅔㄴㅌㅓ	s e n tʰ ʌ
ㅂㅏㄷㅏ	p a d a
ㅁㅜㅅㅏㄴㅅㅚㅈㅗㄱㅈㅔㅂㅣ	m u sʰ a n sʰ w e d͡ʑ o k̚ t͡ɕ e b i
ㅁㅣㅇㅓ	m i ʌ
ㅅㅗㅇㅇㅣ	sʰ o ŋ i
ㅌㅏㅇㅣㄹ	tʰ a i ɭ
ㅂㅣㄴㅌㅡㅎㅜㅋㅡ	p i n tʰ ɯ β u k x ɯ
ㅇㅏㅎㅠ	a ʝ j u
ㅁㅗㅈㅏㄹㅏㄷㅏ	m o d͡ʑ a ɾ a d a
ㄱㅔㅌㅗㅂㅊㅣ	k e tʰ o p̚ t͡ɕʰ i
ㅎㅚㄱㅘㄴ	ɸ w e ɡ w a n
ㅁㅣㄷㅣㅇㅓ	m i d i ʌ
ㅌㅣㅂㅔㅌㅡ	tʰ i b e tʰ ɯ
ㅊㅜㄹㅌㅚㄱㅡㄴㅎㅏㄷㅏ	t͡ɕʰ u ɭ tʰ w e ɡ ɯ n ɦ a d a
ㄷㅏㅇㅅㅣㄴ	t a ŋ ɕʰ i n
ㅎㅏㅁㄱㅕㅇ	h a m ɡ j ʌ ŋ
ㅈㅏㅊㅣㅅㅎㅏㅁㅕㄴ	t͡ɕ a t͡ɕʰ i tʰ a m j ʌ n
ㅅㅚㄱㅏㅁㅏㅇㅜㅈㅣ	sʰ w e ɡ a m a u d͡ʑ i
ㅊㅏㄴ	t͡ɕʰ a n
ㅌㅏㅇㅝ	tʰ a w ʌ
ㅅㅣㄱㄹㅛㅍㅜㅁㅈㅓㅁ	ɕʰ i ŋ ɲ j o pʰ u m d͡ʑ ʌ m
ㅂㅐㅅㅗㅇ	p ɛ sʰ o ŋ
ㄴㅗㅇㅇㅓㅂ	n o ŋ ʌ p̚
ㅂㅐㅂㅏㄴㅎㅏㄷㅏ	p ɛ b a n ɦ a d a
ㄱㅕㅂㄴㅗㅎㄷㅏ	k j ʌ m n o tʰ a
ㄱㅡㄴㅅㅏㅎㅏㄷㅏ	k ɯ n sʰ a ɦ a d a
ㅇㅢㅈㅣ	ɰ i d͡ʑ i
ㅇㅑㄱㅗㅂ	j a ɡ o p̚
ㅈㅓㅇㅇㅛㄱ	t͡ɕ ʌ ŋ j o k̚
ㅈㅓㄴㅎㅏㄷㅏ	t͡ɕ ʌ n ɦ a d a
ㅎㅏㄴㄷㅔ	h a n d e
ㅍㅔㄷㅏㄹ	pʰ e d a ɭ
ㅈㅗㅈㅁㅗㄱ	t͡ɕ o n m o k̚
ㄱㅏㅂ	k a p̚
ㄱㅏㄷㅗㄹㄹㅣㄴㅠㅁ	k a d o ʎ ʎ i ɲ j u m
ㄲㅏㅈㅏㅎㅡㅅㅡㄸㅏㄴ	k a d͡ʑ a ɣ ɯ sʰ ɯ t a n
ㄱㅖㄹㅑㅇㄱㅕㅇㅈㅔㅎㅏㄱ	k j e ɾ j a ŋ ɡ j ʌ ŋ d͡ʑ e ɦ a k̚
ㅂㅜㄹㄹㅣㄷㅏ	p u ʎ ʎ i d a
ㅈㅣㅂㅏㅇㅈㅗㄱ	t͡ɕ i b a ŋ d͡ʑ o k̚
ㄹㅜㅁㅔㄴ	ɾ u m e n
ㅃㅏㄹㅇㅏㅁㅓㄱㄷㅏ	p a ɾ a m ʌ k̚ t a
ㅂㅏㅇㅌㅏㄴ	p a ŋ tʰ a n
ㅊㅔㅇㅣㄴ	t͡ɕʰ e i n
ㅇㅓㅅㅂㅣㅅㅡㅅㅎㅏㄷㅏ	ʌ t̚ p i sʰ ɯ tʰ a d a
ㅍㅓㅈㅣㄷㅏ	pʰ ɘ d͡ʑ i d a
ㄴㅣㅋㅗㅌㅣㄴ	n i kʰ o tʰ i n
ㄱㅜㅇㅝㄴ	k u w ʌ n
ㅂㅜㄹㅜㄴㄷㅣ	p u ɾ u n d i
ㅅㅏㅁㅅㅓㄴ	sʰ a m sʰ ʌ n
ㅈㅡㄹㄱㅓㅂㄷㅏ	t͡ɕ ɯ ɭ ɡ ʌ p̚ t a
ㅇㅛㅇㄱㅣ	j o ŋ ɡ i
ㅇㅏㄴㅣㄷㅏ	a n i d a
ㄴㅡㅍ	n ɯ p̚
ㅇㅟㅊㅣㅎㅏㄷㅏ	ɥ i t͡ɕʰ i ɦ a d a
ㅂㅏㅇㅇㅏ	p a ŋ a
ㅇㅠㅊㅜㅇ	j u t͡ɕʰ u ŋ
ㅇㅟㅂㅕㅇ	ɥ i b j ʌ ŋ
ㅅㅛㅍㅣㅇㅎㅏㄷㅏ	ɕʰ o pʰ i ŋ ɦ a d a
ㅅㅏㄴㅍㅏ	sʰ a n pʰ a
ㅃㅕㅍ	p j ʌ p̚
ㅅㅚㅃㅜㄹㅓㄱㅣ	sʰ w e p u ɾ ʌ ɡ i
ㄴㅗㅅㅏ	n o sʰ a
ㄷㅐㄷㅏㅅㅜ	t ɛ d a sʰ u
ㅎㅘㅇㅂㅗㄱ	ɸ w a ŋ b o k̚
ㅇㅏㅊㅣㅁㄴㅗㄹ	a t͡ɕʰ i m n o ɭ
ㅇㅏㄲㅣㄷㅏ	a k i d a
ㅁㅏㄱ	m a k̚
ㅎㅚㅅㅏㅇㅝㄴ	ɸ w e sʰ a w ʌ n
ㅈㅔㅂㅏㄹ	t͡ɕ e b a ɭ
ㅂㅜㅁㅗ	p u m o
ㅇㅏㄹㅋㅔㅇㅣㄴ	a ɭ kʰ e i n
ㅅㅗㅍㅜㅁ	sʰ o pʰ u m
ㅇㅖㅅㄴㅏㄹ	j e n n a ɭ
ㅁㅏㄹ	m a ɭ
ㅌㅗㅇㄱㅘㅎㅏㄷㅏ	tʰ o ŋ ɡ w a ɦ a d a
ㅂㅓㄹㅆㅓ	p ʌ ɭ s ʌ
ㄱㅣㄹㅗㄱ	k i ɾ o k̚
ㅌㅔㄹㄹㅜㄹㅡ	tʰ e ɭ ɭ u ɾ ɯ
ㅅㅗㅂㅏㅇㅊㅏ	sʰ o b a ŋ t͡ɕʰ a
ㅁㅕㅇ	m j ʌ ŋ
ㅌㅏㄴㅅㅜㅎㅘㅁㅜㄹ	tʰ a n sʰ u β w a m u ɭ
ㄱㅟㅎㅘㄴ	k ɥ i β w a n
ㅇㅚㅂㅜ	w e b u
ㅂㅏㄱㅇㅕㅂㅈㅣ	p a ɡ j ʌ p̚ t͡ɕ i
ㄹㅡㅇㅘㄴㄷㅏ	ɾ ɯ w a n d a
ㅅㅔㅍㅗㅈㅣㄹ	sʰ e pʰ o d͡ʑ i ɭ
ㅅㅏㅈㅣㄴㅅㅏ	sʰ a d͡ʑ i n sʰ a
ㅍㅗㄷㅗ	pʰ o d o
ㅎㅏㄴㅡㄹ	h a n ɯ ɭ
ㅅㅓㅇㅁㅕㅇ	sʰ ɘ ŋ m j ʌ ŋ
ㅂㅜㄱㅟㅇㅕㅇㅎㅘ	p u ɡ ɥ i j ʌ ŋ β w a
ㅍㅣㄹㅈㅏ	pʰ i ʎ t͡ɕ a
ㄸㅟㅇㅓㄴㅏㄷㅏ	t ɥ i ʌ n a d a
ㅇㅓㅂㅊㅔ	ʌ p̚ t͡ɕʰ e
ㅍㅓㅅㅔㄴㅌㅡ	pʰ ʌ sʰ e n tʰ ɯ
ㅁㅗㅇ	m o ŋ
ㄱㅘㅇㅇㅡㅁㅅㅏㅈㅓㄴ	k w a ŋ ɯ m sʰ a d͡ʑ ʌ n
ㅍㅡㄹㅣㅈㅣㅇㅓ	pʰ ɯ ɾ i d͡ʑ i ʌ
ㅈㅡㅇㄱㅝㄴ	t͡ɕ ɯ ŋ k w ʌ n
ㅅㅣㄴㅅㅏ	ɕʰ i n sʰ a
ㅁㅗㅇㅌㅏㅈㅜ	m o ŋ tʰ a d͡ʑ u
ㄷㅏㄱㅡㅊㅣㄷㅏ	t a ɡ ɯ t͡ɕʰ i d a
ㄱㅏㅈㅔㄹ	k a d͡ʑ e ɭ
ㅋㅜㄹㅋㅜㄹ	kʰ u ɭ kʰ u ɭ
ㅇㅕㄴㅈㅜㄴㅁㅗㅊㅣ	j ʌ ɲ d͡ʑ u n m o t͡ɕʰ i
ㅇㅐㅈㅓㅇ	ɛ d͡ʑ ʌ ŋ
TMI	tʰ i e m a i
ㄴㅗㅇㄷㅏㅁㅎㅏㄷㅏ	n o ŋ d a m ɦ a d a
ㅇㅗㄷㅓㄱㅎㅜ	o d ʌ kʰ u
ㅅㅗㅅㅗㅇ	sʰ o sʰ o ŋ
ㅍㅗㅌㅡㅁㅗㄹㅡㅈㅡㅂㅣ	pʰ o tʰ ɯ m o ɾ ɯ d͡ʑ ɯ b i
ㅍㅡㄹㅗㅅㅔㅅㅓ	pʰ ɯ ɾ o sʰ e sʰ ʌ
ㅇㅏㄴㅏㅇㅜㄴㅅㅓ	a n a u n sʰ ʌ
ㄱㅗㅇㅅㅗㄴ	k o ŋ sʰ o n
ㅎㅘㄹㄱㅣ	ɸ w a ɭ ɡ i
ㅇㅘㅇㅈㅗ	w a ŋ d͡ʑ o
ㅎㅘㄱㅈㅓㅇㅎㅏㄷㅏ	ɸ w a k̚ t͡ɕ ʌ ŋ ɦ a d a
ㅂㅏㅇㅎㅘ	p a ŋ β w a
ㅈㅏㄴㅅㅗㄹㅣ	t͡ɕ a n sʰ o ɾ i
ㅌㅜㅁㅕㅇㅎㅏㄷㅏ	tʰ u m j ʌ ŋ ɦ a d a
ㄴㅔㅇㅗㄷㅣㅁㅠㅁ	n e o d i m j u m
ㅂㅓㄱㅓ	p ʌ ɡ ʌ
ㅁㅣㄴㅂㅕㅇ	m i n b j ʌ ŋ
ㅅㅏㅇㅅㅏㅇ	sʰ a ŋ sʰ a ŋ
ㅇㅜㅅㄱㅣㄷㅏ	u t̚ k i d a
NG	e ɲ d͡ʑ i
ㄴㅔㅍㅣㄷㅗ	n e pʰ i d o
ㅊㅚㅅㅏㅇㄱㅡㅂ	t͡ɕʰ w e sʰ a ŋ ɡ ɯ p̚
ㅊㅓㄹㅈㅓㅎㅏㄷㅏ	t͡ɕʰ ʌ ʎ t͡ɕ ʌ ɦ a d a
ㅈㅏㅇㅁㅕㄴ	t͡ɕ a ŋ m j ʌ n
ㅊㅜㄹㅅㅣㄴ	t͡ɕʰ u ɭ ɕ i n
ㅂㅏㄴㅅㅓㅇ	p a n s ʌ ŋ
ㄱㅡㄴㅁㅜㅎㅏㄷㅏ	k ɯ n m u ɦ a d a
ㄷㅗㅇㅈㅓㅇ	t o ŋ d͡ʑ ʌ ŋ
ㅅㅓㄹㄱㅛ	sʰ ʌ ɭ ɡ j o
ㅈㅣㄷㅗㅈㅏ	t͡ɕ i d o d͡ʑ a
ㅅㅔㄱㅖ	sʰ e ɡ j e
ㅋㅡㄹㅔㄷㅣㅌㅡ	k x ɯ ɾ e d i tʰ ɯ
ㅅㅔㄲㅗ	sʰ e k o
ㅌㅏㄴㅎㅘㄴㅇㅕㄹㅊㅏ	tʰ a n β w a ɲ j ʌ ʎ t͡ɕʰ a
ㅍㅖ	pʰ j e
ㅇㅣㅅㅏㅇㅇㅑㄹㅡㅅㅎㅏㄷㅏ	i sʰ a ŋ ɲ j a ɾ ɯ tʰ a d a
ㅈㅣㅇㄱㅡㄹㅓㅂㄷㅏ	t͡ɕ i ŋ ɡ ɯ ɾ ʌ p̚ t a
ㅈㅓㅁㅅㅣㅁ	t͡ɕ ɘ m ɕʰ i m
ㅎㅔㅇㅓㅈㅣㄷㅏ	h e ʌ d͡ʑ i d a
ㅂㅜㅍㅜㅁ	p u pʰ u m
ㅇㅠㅅㅓㅇ	j u sʰ ʌ ŋ
ㅁㅗㄱㄱㅕㄱㅈㅏ	m o k̚ k j ʌ k̚ t͡ɕ a
ㄱㅘㄴㅎㅏㄷㅏ	k w a n ɦ a d a
ㅅㅗㅇㅠ	sʰ o j u
ㅇㅕㄱㅅㅏ	j ʌ k s a
ㅅㅡㄹㅍㅡㅁㅈㅡㅇ	sʰ ɯ ɭ pʰ ɯ m d͡ʑ ɯ ŋ
ㅊㅏㄷㅏㄴ	t͡ɕʰ a d a n
ㅅㅓㄱㅇㅠ	sʰ ʌ ɡ j u
ㅈㅏㅂㄴㅕㄴ	t͡ɕ a m ɲ j ʌ n
ㄴㅗㄱㅇㅣㄷㅏ	n o ɡ i d a
ㅈㅏㅁㅗ	t͡ɕ a m o
ㄴㅗㅂㅔㄹㄹㅠㅁ	n o b e ʎ ʎ j u m
ㅇㅣㄹㄱㅘㅇㅇㅛㄱ	i ɭ ɡ w a ŋ j o k̚
ㅂㅜㅅㅜㄹㄱㅣ	p u sʰ u ɭ ɡ i
ㅆㅡㄹㅣㄷㅏ	s ɯ ɾ i d a
ㅂㅓㄱㅊㅏㄷㅏ	p ʌ k̚ t͡ɕʰ a d a
ㅇㅏㅁㅣㄷㅣㄴ	a m i d i n
ㄲㅏㄲㄷㅏ	k a k̚ t a
ㅊㅓㅇㄷㅜㅇㅇㅗㄹㅣ	t͡ɕʰ ʌ ŋ d u ŋ o ɾ i
ㅎㅘㅇㅑㄱ	ɸ w a j a k̚
ㅍㅜㄷㅏ	pʰ u d a
ㅍㅔㅇㄱㅟㄴ	pʰ e ŋ ɡ ɥ i n
ㅈㅣㄱㅅㅡㅇㄱㅣ	t͡ɕ i k s ɯ ŋ ɡ i
ㅇㅏㄴㄴㅕㅇㅎㅏㅅㅔㅇㅛ	a n ɲ j ʌ ŋ ɦ a sʰ e j o
ㅅㅏㄹㅏㅈㅣㄷㅏ	sʰ a ɾ a d͡ʑ i d a
ㅅㅑㅂㅏㄹ	ɕʰ a b a ɭ
ㄹㅗㅁㅔ	ɾ o m e
ㅆㅡㄹㅓㅈㅣㄷㅏ	s ɯ ɾ ʌ d͡ʑ i d a
ㅅㅓㅁㅣㅅ	sʰ ʌ m i t̚
ㅍㅣㄴㅏㄴㅊㅓ	pʰ i n a ɲ t͡ɕʰ ʌ
ㄱㅛㅊㅔ	k j o t͡ɕʰ e
ㅇㅣㅇㅣㄴㅊㅣㅇ	i i ɲ t͡ɕʰ i ŋ
ㄱㅣㅂㅜ	k i b u
ㅇㅏㄻ	a m
ㄱㅓㅈㅣㅅㅁㅏㄹㅎㅏㄷㅏ	k ɘ d͡ʑ i n m a ɾ ɦ a d a
ㅌㅡㄹㅗㅍㅣㄹㄹㅠㅁ	tʰ ɯ ɾ o pʰ i ʎ ʎ j u m
ㅂㅏㄷㄷㅏ	p a t̚ t a
ㅁㅏㄸㅏㅇㅎㅏㄷㅏ	m a t a ŋ ɦ a d a
ㅇㅖ	j e
ㅈㅓㅇㄷㅗ	t͡ɕ ʌ ŋ d o
ㅂㅕㄴㅈㅓㄹㅈㅏ	p j ɘ ɲ d͡ʑ ʌ ʎ d͡ʑ a
ㄴㅗㅋㅡㄴㅗㅋㅡ	n o k x ɯ n o k x ɯ
ㅇㅠㅇㅝㄴㅈㅣ	j u w ʌ ɲ d͡ʑ i
ㅆㅣㅍㅏㄹ	ɕ i pʰ a ɭ
ㅁㅜㅅㅡㄴ	m u sʰ ɯ n
ㅈㅓㄴㄹㅣㅍㅜㅁ	t͡ɕ ɘ ʎ ʎ i pʰ u m
ㅎㅏㅂㄱㅡㅁ	h a p̚ k ɯ m
ㅂㅜㄱㅁㅏㅋㅡ	p u ŋ m a k x ɯ
ㅂㅜㄴㄹㅑㅇ	p u ʎ ʎ j a ŋ
ㄷㅡㅇㅈㅏㅇㅎㅏㄷㅏ	t ɯ ŋ d͡ʑ a ŋ ɦ a d a
ㅈㅏㅁㅔㅇㅣㅋㅏ	t͡ɕ a m e i kʰ a
ㅅㅜㅍㅣ	sʰ u pʰ i
ㅋㅝ	kʰ w ʌ
ㄹㅗㄷㅠㅁ	ɾ o d j u m
